game_no,lander_x,lander_y,lander_velo_x,lander_velo_y,angle,angular_velocity,leg_1_in_contact,leg_2_in_contact,action,reward,done,info
0,0.01148366928100586,1.4081807136535645,0.5870969295501709,-0.07387086004018784,-0.015180960297584534,-0.171680748462677,0.0,0.0,3,-1.9694201299742804,False,{}
0,0.017329121008515358,1.4059104919433594,0.594765305519104,-0.10103320330381393,-0.025294193997979164,-0.20228354632854462,0.0,0.0,3,-1.9762532845777219,False,{}
0,0.023087691515684128,1.4030334949493408,0.5838699340820312,-0.12802010774612427,-0.033218465745449066,-0.15850038826465607,0.0,0.0,1,0.01150933307852256,False,{}
0,0.02900543250143528,1.4007093906402588,0.599138617515564,-0.10347818583250046,-0.040503934025764465,-0.14572301506996155,0.0,0.0,2,-1.834045555435199,False,{}
0,0.03492326661944389,1.3977856636047363,0.599159300327301,-0.13015994429588318,-0.04778823256492615,-0.14569957554340363,0.0,0.0,0,-0.9621751655663502,False,{}
0,0.04075174406170845,1.394266128540039,0.5879092216491699,-0.1565939337015152,-0.052809394896030426,-0.10043253749608994,0.0,0.0,1,0.2766378886065024,False,{}
0,0.04658021777868271,1.3901468515396118,0.5879224538803101,-0.18326441943645477,-0.05783075466752052,-0.10043640434741974,0.0,0.0,0,-0.8503530620867252,False,{}
0,0.052506256848573685,1.3854304552078247,0.6001361608505249,-0.20992779731750488,-0.06529227644205093,-0.14924432337284088,0.0,0.0,3,-2.3229232046663797,False,{}
0,0.058432579040527344,1.3801147937774658,0.6001586318016052,-0.23660112917423248,-0.07275155931711197,-0.14919964969158173,0.0,0.0,0,-1.1704990762785883,False,{}
0,0.06435909122228622,1.3741998672485352,0.6001805067062378,-0.2632743716239929,-0.08021017163991928,-0.1491864174604416,0.0,0.0,0,-1.2086042877333512,False,{}
0,0.07021093368530273,1.3676890134811401,0.5908008813858032,-0.2896821200847626,-0.08578121662139893,-0.1114313006401062,0.0,0.0,1,-0.2267585540716641,False,{}
0,0.07598038017749786,1.3612475395202637,0.583129346370697,-0.28665241599082947,-0.09192142635583878,-0.12281517684459686,0.0,0.0,2,0.5204970058006608,False,{}
0,0.0816577896475792,1.355370283126831,0.5746902227401733,-0.2616563141345978,-0.09882886707782745,-0.1381613314151764,0.0,0.0,2,1.3954495838967034,False,{}
0,0.08726987987756729,1.3489089012145996,0.5664752125740051,-0.287523478269577,-0.10406234115362167,-0.10467896610498428,0.0,0.0,1,-0.32484088453438065,False,{}
0,0.09288215637207031,1.3418482542037964,0.566489040851593,-0.31419047713279724,-0.10929607599973679,-0.10468415170907974,0.0,0.0,0,-1.10819734124874,False,{}
0,0.09875611960887909,1.3356168270111084,0.591913104057312,-0.27729350328445435,-0.11379534006118774,-0.08999329805374146,0.0,0.0,2,-0.7563782879849896,False,{}
0,0.10455427318811417,1.3301448822021484,0.5851777195930481,-0.24361395835876465,-0.11912942677736282,-0.10669155418872833,0.0,0.0,2,1.6464988360294341,False,{}
0,0.1105368584394455,1.325484037399292,0.6032732129096985,-0.20755687355995178,-0.12412816286087036,-0.09998362511396408,0.0,0.0,2,-0.7954243024702123,False,{}
0,0.11645898967981339,1.3202303647994995,0.5956909656524658,-0.23378786444664001,-0.12759605050086975,-0.06936370581388474,0.0,0.0,1,-0.09851183892547397,False,{}
0,0.12231483310461044,1.3143985271453857,0.5873430371284485,-0.25934410095214844,-0.12934939563274384,-0.03506982699036598,0.0,0.0,1,0.10991131780136357,False,{}
0,0.1281706839799881,1.307966709136963,0.5873464941978455,-0.28601354360580444,-0.13110283017158508,-0.03507240116596222,0.0,0.0,0,-0.7138964425819267,False,{}
0,0.13402652740478516,1.300934910774231,0.5873507857322693,-0.3126830458641052,-0.13285568356513977,-0.03505999967455864,0.0,0.0,0,-0.7453966506707275,False,{}
0,0.13988256454467773,1.2933030128479004,0.5873554944992065,-0.3393525779247284,-0.13460828363895416,-0.03505496680736542,0.0,0.0,0,-0.7723037502231307,False,{}
0,0.145847886800766,1.2858823537826538,0.5981255173683167,-0.3299446105957031,-0.1361943930387497,-0.0317252054810524,0.0,0.0,2,-0.2620450186567666,False,{}
0,0.15188702940940857,1.2778350114822388,0.6079872846603394,-0.3580380082130432,-0.14025430381298065,-0.08119897544384003,0.0,0.0,3,-1.9546500636073165,False,{}
0,0.15799979865550995,1.2700525522232056,0.6150181293487549,-0.3462403416633606,-0.14397822320461273,-0.07447874546051025,0.0,0.0,2,0.005811881024880006,False,{}
0,0.1641126573085785,1.2616703510284424,0.615017831325531,-0.3729081451892853,-0.147702157497406,-0.07447876036167145,0.0,0.0,0,-0.9638150626238655,False,{}
0,0.17035607993602753,1.2541307210922241,0.628128170967102,-0.33547788858413696,-0.15148383378982544,-0.07563338428735733,0.0,0.0,2,0.7007465977078027,False,{}
0,0.17658443748950958,1.2473924160003662,0.6273425817489624,-0.29994016885757446,-0.15598635375499725,-0.09005051106214523,0.0,0.0,2,1.5060980828798847,False,{}
0,0.18281230330467224,1.2407124042510986,0.6276154518127441,-0.2974088788032532,-0.16080594062805176,-0.09639179706573486,0.0,0.0,2,-0.12570012199894903,False,{}
0,0.18904027342796326,1.2334325313568115,0.6276150345802307,-0.3240774869918823,-0.16562549769878387,-0.09639155119657516,0.0,0.0,0,-1.0377216047845366,False,{}
0,0.1951921433210373,1.2255700826644897,0.6180468201637268,-0.34976401925086975,-0.1684941202402115,-0.05737218260765076,0.0,0.0,1,-0.015535852019097546,False,{}
0,0.20141296088695526,1.217082142829895,0.6267451643943787,-0.3777729570865631,-0.17316515743732452,-0.09342032670974731,0.0,0.0,3,-1.923087322196294,False,{}
0,0.20763377845287323,1.2079946994781494,0.6267446875572205,-0.4044414460659027,-0.17783616483211517,-0.09342017769813538,0.0,0.0,0,-1.0861243000615275,False,{}
0,0.21378068625926971,1.1983277797698975,0.6174381971359253,-0.4299708306789398,-0.18059682846069336,-0.05521317198872566,0.0,0.0,1,-0.10883743615508365,False,{}
0,0.21999606490135193,1.1894619464874268,0.6247477531433105,-0.39442598819732666,-0.18382203578948975,-0.06450384110212326,0.0,0.0,2,1.4948183162439477,False,{}
